"Species","Tissue Class","Tissue Type","Cancer","Cell name","Cell marker","Source","Supports","Detail"
"Mouse","Lung","Lung","Normal cell","Type II pneumocyte","S100g","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Samd14","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","Samhd1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Lee et al.Cell.D","Sbno2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Wnt2+ cell","Sbsn","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Scara5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Scara5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Scarb1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Scarf1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type II pneumocyte","Scd1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Clara cell","Scgb1a1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Lee et al.Cell.A","Scgb1a1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pdgfrapha+ cell","Scgb1a1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Clara cell","Scgb3a2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Scn3b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Scn7a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Scnm1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Scp2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Scx","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sdc1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Sdc2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sdc4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","Sdpr","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Sec11c","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sec14l3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sec14l4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Selm","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","Sema3a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sema3c","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sema3e","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Sema7a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Serinc2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Axin2+ cell","Serpinf1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Serping1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sfn","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Wnt2+ cell","Sfrp2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Sfrs18","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sftpa1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type II pneumocyte","Sftpa1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sftpb","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type II pneumocyte","Sftpb","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sftpc","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Lee et al.Cell.A","Sftpc","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type II pneumocyte","Sftpc","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Sgk1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Sh2d3c","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sh2d4a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Sh2d6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Sh2d7","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Sh3bgrl","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Sh3bgrl","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sh3bgrl2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Shcbp1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Shh","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Shkbp1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Shroom3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Sin3a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Sirpa","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Sirpa","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Ska2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Skap2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Slc15a2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Slc16a12","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Slc25a37","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Slc26a9","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Slc27a6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Slc2a1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Slc34a2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type II pneumocyte","Slc34a2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Slc36a2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Slc38a5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Slc39a8","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Wnt2+ cell","Slc39a8","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Slc43a3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Slc4a2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Slc6a14","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Wnt2+ cell","Slc9a3r1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Slc9a3r2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Slc9a8","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Slco4a1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Slco4c1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Slfn2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Slfn2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Slfn9","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Slit2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Slitrk6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Axin2-Palpha+ cell","Slmap","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Wnt2+ cell","Slurp1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Smad1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Smarca2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Smc2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Smchd1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Smoc1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Axin2+ cell","Smoc2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Smoc2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Smpx","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Smpx","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Sms","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Sms","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Smtn","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Snai2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Axin2-Palpha+ cell","Sncg","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Snora43","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Snrk","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Snx7","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Snx7","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type II pneumocyte","Soat1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Sort1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Sox9","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Sox9","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Ciliated cell","Spag17","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Spdef","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Specc1l","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Spib","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Spint1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Spint2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Spon1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Sptb","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Sptlc2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Srd5a1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Srgn","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Srpx2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ssbp1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","St6gal2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","St6galnac2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Stab2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Stard4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Stard5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Stbd1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Stk25","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Ciliated cell","Stk33","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Stk38l","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Stmn1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Stox2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Strbp","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Strip2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Stx17","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Stx19","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Sucnr1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Suco","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Sulf1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Svep1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Syngr1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Synpo2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Synpo2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Tacc1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Tacc3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Clara cell","Tacstd2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tacstd2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Taf12","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Axin2-Palpha+ cell","Tagln","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Lee et al.Cell.E","Tagln","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Tagln","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Tagln","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tanc2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Tax1bp3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Tbc1d4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Tbpl1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Tbx3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Tbx5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Tbx5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tc2n","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tcea3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tcf20","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Tcf21","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Tek","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Ciliated cell","Tekt4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Lgr5+ cell","Ter119","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Lgr6+ cell","Ter119","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tfam","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Tgfb1i1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Tgfbi","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pdgfrapha+ cell","Tgfbi","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Tgfbi","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Thbs3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Thsd1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Thtpa","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Thumpd1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Tiam2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Tie1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","Timp3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Axin2-Palpha+ cell","Timp4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tinag","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Axin2-Palpha+ cell","Tinagl1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","Tinagl1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Tjp1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Tk1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Tle4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Tlr2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Tlr2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Tm4sf1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Tmed1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Tmem119","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tmem123","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Tmem134","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tmem171","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Tmem2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tmem213","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Tmem245","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Tmem35","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Tmem38b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tmem54","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Tmem88","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Tnc","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Tnc","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Tnfaip8l1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tnfsf9","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Tns1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Tns3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tom1l1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Top2a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Tpd52","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Tpd52","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Axin2-Palpha+ cell","Tpm2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myofibroblast","Tpm2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Smooth muscle cell","Tpm2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Tpx2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Ciliated cell","Traf3ip1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Trak1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Trappc5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Trem2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Trem2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Lee et al.Cell.D","Trib1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Trib3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Trim2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Trim43b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Trim56","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Trip6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Trp53bp1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Trp53i11","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Trpm5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Trpv2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Trpv2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Tshz1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Tslp","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Tspan13","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tspan15","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Tspan6","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Tspan7","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Tspan8","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Ttc17","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Ciliated cell","Ttc18","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ttll11","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Tuba1a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Tuba1b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Tubb5","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Txndc16","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Txnip","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Tyrobp","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Tyrobp","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","U1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Ube2c","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Mesenchymal progenitor cell","Ube2c","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ube2j1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Uckl1","Single-cell sequencing","1","DETAIL"
